Gender,Married,Dependents,Education,Self_Employed,Employment_Type,Property_Area,City_Tier,ApplicantIncome,CoapplicantIncome,Existing_EMI,Savings,Other_Debts,LoanAmount,Loan_Amount_Term,Credit_Score,Loan_Status
Female,Yes,3+,Graduate,No,Salaried,Urban,1,25264,0,0,596568,0,679777,36,728,0
Female,No,3+,Graduate,No,Salaried,Urban,2,40563,12622,0,252882,387025,483461,31,615,1
Female,No,0,Graduate,No,Salaried,Urban,3,30324,22859,0,32839,325184,625753,42,652,1
Male,Yes,1,Graduate,No,Salaried,Urban,3,103177,19596,3330,546437,281407,962610,6,853,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,1,36277,7657,22417,76375,0,524909,17,602,0
Male,Yes,3+,Graduate,No,Salaried,Semiurban,1,13515,0,0,660738,0,869724,47,590,0
Female,No,1,Graduate,No,Salaried,Urban,1,41599,0,29694,208697,169261,2791599,50,722,0
Female,No,0,Graduate,No,Salaried,Urban,3,77954,6911,0,205846,0,608589,56,723,1
Male,No,0,Graduate,Yes,Salaried,Semiurban,1,122568,0,0,560824,0,730276,21,687,1
Male,No,0,Graduate,No,Salaried,Urban,2,44070,40953,0,796754,0,1161692,39,700,1
Female,Yes,0,Graduate,No,Self-Employed,Rural,3,37627,13413,3807,1664,0,1747086,29,636,0
Female,Yes,1,Not Graduate,No,Self-Employed,Urban,3,49604,0,0,352002,304155,648706,46,524,0
Female,Yes,1,Not Graduate,No,Government,Urban,1,62821,0,29712,238358,0,513280,29,661,0
Male,Yes,0,Graduate,No,Salaried,Urban,1,26873,0,0,604160,445871,1460843,42,634,0
Male,No,0,Not Graduate,No,Salaried,Urban,3,43709,0,7996,305518,0,1524677,48,825,0
Female,Yes,0,Graduate,Yes,Salaried,Rural,2,48656,0,24238,653316,0,562373,9,764,0
Female,Yes,0,Graduate,No,Salaried,Urban,2,51275,21447,12867,138223,276729,1087697,56,698,0
Male,Yes,2,Not Graduate,No,Self-Employed,Semiurban,1,46178,0,0,305220,0,2111424,13,595,0
Male,No,0,Not Graduate,Yes,Salaried,Urban,3,29884,0,18268,328274,0,2756529,21,545,0
Male,Yes,1,Graduate,No,Self-Employed,Semiurban,3,60239,0,10670,452395,0,2043581,54,721,0
Male,Yes,0,Graduate,No,Self-Employed,Rural,3,48789,0,0,5004,388648,1189874,48,714,0
Male,Yes,0,Graduate,No,Other,Rural,1,48723,23099,0,294877,134450,688737,14,690,0
Female,Yes,1,Graduate,No,Salaried,Urban,1,27567,0,12792,326855,510627,748409,46,801,0
Male,Yes,1,Graduate,No,Salaried,Rural,1,71102,0,4478,211736,473971,822910,29,620,0
Female,No,0,Graduate,No,Salaried,Semiurban,3,29685,28187,0,64075,0,951788,44,767,0
Male,Yes,1,Not Graduate,Yes,Salaried,Urban,1,121639,0,0,689389,0,1557170,6,696,0
Female,No,1,Graduate,No,Government,Semiurban,1,26139,0,0,481654,0,745732,8,669,0
Female,Yes,0,Not Graduate,No,Salaried,Rural,1,76038,37542,0,231808,0,741444,14,681,0
Male,Yes,1,Graduate,No,Salaried,Urban,3,17505,24843,6722,43969,0,1549325,53,706,1
Male,No,1,Graduate,No,Salaried,Semiurban,3,14439,0,0,228335,0,372742,51,702,0
Male,Yes,0,Graduate,No,Salaried,Urban,3,36851,50754,0,210144,359254,1221130,58,650,1
Male,Yes,1,Graduate,Yes,Salaried,Urban,2,14428,0,0,533705,313125,936158,52,785,0
Female,No,0,Graduate,No,Salaried,Rural,3,74691,0,25872,146453,0,845128,41,798,0
Female,Yes,0,Graduate,No,Self-Employed,Semiurban,1,49403,74603,6825,97780,117594,495621,52,664,0
Male,No,1,Graduate,No,Other,Urban,3,108049,18729,0,761374,0,690580,16,683,1
Male,Yes,2,Graduate,No,Salaried,Semiurban,2,45607,0,26656,495937,0,1254454,54,618,0
Male,Yes,2,Graduate,No,Salaried,Semiurban,2,57154,0,28972,562434,0,903598,46,857,0
Female,Yes,0,Graduate,No,Salaried,Semiurban,1,43142,23850,0,396973,418901,1668058,60,778,1
Male,No,0,Graduate,No,Government,Urban,1,30918,12104,0,515499,0,1574323,50,647,1
Male,Yes,1,Graduate,No,Salaried,Urban,1,39976,16238,0,753495,0,393838,8,827,0
Female,No,0,Graduate,No,Government,Rural,1,25786,16755,0,412840,0,193323,39,596,0
Female,No,2,Not Graduate,No,Salaried,Semiurban,2,61874,0,0,381452,494751,994208,40,678,0
Male,Yes,2,Graduate,No,Salaried,Semiurban,1,42212,11337,20660,512521,0,712142,21,687,0
Female,Yes,3+,Graduate,No,Salaried,Semiurban,1,47317,14090,2412,290365,0,767916,19,670,0
Male,Yes,0,Graduate,No,Other,Urban,3,236293,0,26247,472453,0,889289,41,622,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,3,40058,0,0,472516,0,516360,8,743,1
Female,Yes,2,Graduate,No,Salaried,Urban,3,59417,0,0,480689,549027,1033090,53,817,1
Female,Yes,1,Graduate,No,Salaried,Urban,2,48533,0,0,656298,0,1101165,55,664,0
Male,No,2,Not Graduate,No,Self-Employed,Urban,3,94509,0,0,557396,0,623335,11,527,0
Male,No,0,Graduate,No,Salaried,Semiurban,3,57007,0,0,253737,0,1093888,21,609,0
Male,No,1,Graduate,No,Self-Employed,Urban,2,43066,0,0,364922,0,409828,57,722,1
Male,No,1,Graduate,No,Government,Urban,1,176426,26094,0,272167,0,721662,45,629,0
Male,Yes,0,Graduate,Yes,Government,Urban,1,31161,0,0,662916,0,709055,37,628,0
Male,Yes,1,Graduate,No,Salaried,Urban,1,44943,33274,0,423136,0,2384067,39,693,0
Male,No,1,Not Graduate,No,Salaried,Semiurban,3,82771,15965,9779,671298,312985,1073737,37,691,0
Female,Yes,0,Not Graduate,No,Salaried,Semiurban,2,31882,0,21354,635196,0,1941658,38,588,0
Female,No,0,Not Graduate,No,Salaried,Urban,2,76180,0,9385,512526,56317,916004,18,724,0
Female,Yes,1,Graduate,No,Government,Urban,1,38409,13380,0,115593,0,581082,33,672,1
Male,Yes,1,Not Graduate,No,Salaried,Semiurban,1,86817,0,0,332288,5395,814122,23,704,1
Female,No,2,Graduate,No,Government,Semiurban,2,85573,48333,0,212798,376777,480026,58,729,1
Female,No,0,Not Graduate,No,Government,Semiurban,2,47583,0,0,530761,0,790207,42,613,0
Female,Yes,0,Not Graduate,No,Salaried,Urban,2,28839,0,0,403435,514287,2270059,29,579,0
Female,No,3+,Graduate,No,Self-Employed,Rural,1,40314,0,0,250916,308939,1413842,6,745,0
Female,Yes,3+,Graduate,No,Salaried,Semiurban,2,49594,18309,29642,563034,201174,1402031,53,618,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,3,81497,7584,29938,169525,470096,1569181,34,730,0
Male,No,2,Not Graduate,No,Salaried,Urban,3,59640,0,0,397706,0,843951,32,657,0
Female,Yes,0,Graduate,No,Government,Urban,1,67213,60009,0,406228,0,886352,19,754,1
Female,Yes,0,Not Graduate,No,Salaried,Semiurban,2,60591,0,0,270628,0,833791,29,749,0
Female,Yes,0,Graduate,No,Self-Employed,Urban,1,79634,11604,0,489893,354430,1545481,20,696,0
Male,Yes,0,Graduate,No,Self-Employed,Urban,2,44781,0,0,40597,0,783147,15,814,0
Male,Yes,2,Graduate,No,Self-Employed,Semiurban,2,54746,18579,0,721865,0,437165,29,735,1
Male,Yes,2,Not Graduate,No,Self-Employed,Semiurban,1,50786,0,15287,632758,78242,621532,21,649,0
Female,Yes,3+,Graduate,Yes,Salaried,Semiurban,3,39296,0,11372,44675,324760,4694337,36,805,0
Male,No,2,Graduate,No,Self-Employed,Semiurban,2,87222,21614,0,514603,0,1784219,34,678,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,3,86217,3520,0,624260,462684,605467,14,646,0
Male,No,1,Graduate,No,Self-Employed,Semiurban,1,97048,18352,15473,396495,0,236771,41,693,1
Male,Yes,3+,Graduate,No,Salaried,Rural,1,32851,0,0,738487,0,1293547,16,663,0
Female,Yes,2,Graduate,No,Salaried,Semiurban,2,60640,20984,18778,401810,0,1497563,24,579,0
Female,Yes,2,Not Graduate,No,Government,Semiurban,2,91179,0,0,33806,0,2285786,21,740,0
Female,Yes,3+,Not Graduate,No,Salaried,Urban,2,114275,25302,26342,346418,0,947198,14,751,0
Male,Yes,0,Graduate,No,Salaried,Rural,3,21807,14935,0,267416,588526,752770,49,702,0
Female,Yes,2,Not Graduate,No,Salaried,Urban,2,49920,55175,3069,569547,0,1706478,58,758,1
Male,Yes,2,Not Graduate,Yes,Salaried,Semiurban,2,45058,22400,0,680928,0,1529524,32,762,0
Female,Yes,3+,Graduate,Yes,Salaried,Urban,3,119939,13086,0,80967,509049,1640093,39,770,1
Male,Yes,0,Graduate,No,Salaried,Semiurban,2,14833,0,27054,286388,378974,378295,16,651,0
Male,Yes,1,Graduate,No,Government,Urban,2,28106,47099,23307,593067,0,2214547,24,722,0
Female,Yes,1,Graduate,No,Salaried,Semiurban,2,109968,0,8531,775667,406353,1055618,13,656,0
Female,No,0,Graduate,No,Salaried,Urban,2,38616,0,0,394021,125853,842460,48,600,0
Male,Yes,1,Not Graduate,No,Salaried,Urban,1,24439,20903,23556,684612,0,641916,53,547,0
Female,Yes,0,Not Graduate,No,Salaried,Rural,1,114851,0,0,610406,0,2181154,60,818,1
Male,Yes,0,Graduate,Yes,Government,Urban,2,22749,31683,0,729838,0,361740,25,695,1
Male,No,0,Graduate,No,Salaried,Urban,1,87719,23326,27960,254575,0,252454,46,616,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,3,21197,0,0,117563,0,337697,16,610,0
Male,No,0,Not Graduate,No,Salaried,Rural,1,22615,0,0,797727,0,1972994,18,569,0
Male,Yes,1,Graduate,No,Self-Employed,Urban,1,55818,19344,0,254870,262967,666733,22,711,1
Male,No,0,Graduate,No,Salaried,Urban,2,31357,14330,0,456082,0,157620,48,848,1
Male,No,0,Graduate,No,Salaried,Semiurban,2,58079,8508,0,167450,0,674582,48,650,1
Female,No,0,Graduate,No,Salaried,Urban,2,134713,13587,11336,7457,0,2011387,28,650,0
Male,Yes,0,Graduate,No,Government,Urban,2,45913,0,0,365889,27479,389151,59,589,0
Female,Yes,1,Not Graduate,No,Government,Rural,3,122401,0,24609,341108,0,1022792,55,743,1
Male,Yes,2,Graduate,No,Salaried,Urban,2,59762,28383,0,353076,489722,476465,17,716,0
Female,Yes,0,Not Graduate,No,Government,Semiurban,2,84584,11631,0,645768,0,3534854,14,689,0
Male,No,0,Graduate,No,Self-Employed,Semiurban,3,13704,0,11747,43678,107958,596631,32,730,1
Male,Yes,2,Graduate,No,Salaried,Rural,1,70951,0,15927,675639,0,340006,30,585,0
Male,Yes,0,Graduate,No,Salaried,Rural,3,65205,0,0,186719,0,992829,28,551,1
Male,Yes,3+,Not Graduate,No,Self-Employed,Semiurban,2,41016,9393,11619,356760,510187,679201,60,600,0
Male,Yes,2,Not Graduate,No,Salaried,Semiurban,3,141820,11737,28242,386944,70098,527549,57,618,0
Female,Yes,0,Graduate,No,Self-Employed,Semiurban,1,38120,0,25830,690901,0,1403358,44,706,0
Female,No,0,Not Graduate,No,Salaried,Urban,3,20638,0,26260,353204,0,866224,14,642,0
Female,Yes,1,Graduate,Yes,Self-Employed,Urban,2,76868,0,14816,527829,455947,574818,47,808,1
Female,Yes,0,Graduate,No,Salaried,Rural,2,22851,29325,6634,416722,304697,533440,30,816,0
Male,Yes,0,Graduate,No,Salaried,Urban,2,52151,15045,0,407458,33235,457492,30,659,1
Male,Yes,0,Not Graduate,No,Salaried,Urban,3,104475,10722,10987,262738,0,866985,15,687,0
Male,Yes,2,Graduate,Yes,Salaried,Rural,2,65771,0,0,569114,454059,764729,20,629,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,2,43639,0,29706,471178,0,636584,42,721,0
Male,No,0,Graduate,Yes,Salaried,Urban,3,41219,0,0,301289,0,768169,49,764,0
Male,No,1,Graduate,No,Other,Urban,1,100279,39782,6361,545307,0,416306,56,761,1
Male,No,0,Graduate,No,Salaried,Urban,1,25561,0,0,391305,0,1038495,8,676,0
Male,Yes,1,Graduate,No,Salaried,Rural,3,76577,18377,5691,701218,0,474055,29,659,1
Female,No,0,Graduate,No,Salaried,Rural,1,167085,0,0,507153,0,5505224,29,650,0
Female,No,1,Not Graduate,No,Salaried,Urban,3,67418,0,23105,745604,55939,779139,14,814,0
Male,No,3+,Graduate,No,Salaried,Rural,2,43864,16204,0,114053,301346,739609,55,659,1
Female,Yes,0,Graduate,No,Self-Employed,Urban,2,45786,29967,0,98133,0,1496236,38,764,0
Female,No,0,Graduate,No,Salaried,Semiurban,1,38390,23236,0,31389,0,1293572,19,674,0
Male,No,0,Graduate,No,Self-Employed,Urban,3,34951,20020,0,174417,0,290218,8,562,0
Male,No,0,Not Graduate,No,Salaried,Semiurban,3,53346,0,0,108012,7066,1564652,11,692,0
Male,Yes,0,Graduate,No,Other,Urban,2,72656,0,0,702272,0,478427,21,588,0
Female,No,2,Not Graduate,No,Salaried,Urban,2,121261,16581,0,652995,0,647206,40,657,1
Female,No,3+,Not Graduate,Yes,Salaried,Urban,1,17046,0,23577,125117,143990,561923,22,634,0
Male,Yes,0,Not Graduate,No,Self-Employed,Urban,3,13072,0,0,591209,224164,785898,10,704,0
Male,Yes,1,Graduate,No,Other,Rural,2,122555,20584,17658,343215,0,1948759,27,659,1
Male,No,1,Graduate,No,Self-Employed,Rural,1,51596,25303,0,242287,391375,473476,21,634,0
Male,Yes,1,Graduate,Yes,Salaried,Rural,3,53104,13204,14874,64663,0,599790,60,748,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,3,65873,0,2612,745040,503681,846998,18,661,1
Female,Yes,0,Graduate,No,Government,Urban,1,45116,23597,19286,708266,0,1218714,48,709,0
Female,No,1,Graduate,Yes,Salaried,Urban,3,148169,16660,0,786294,532404,1104416,17,706,1
Female,Yes,0,Graduate,No,Salaried,Urban,3,65531,15582,9391,518996,0,860626,15,637,0
Female,Yes,2,Graduate,No,Government,Urban,3,39089,0,0,250349,556593,504290,15,694,1
Female,No,2,Not Graduate,Yes,Government,Semiurban,1,41059,0,22497,794897,0,963236,57,647,0
Male,No,0,Graduate,No,Self-Employed,Urban,2,46204,24594,25644,703648,9363,3601358,53,686,1
Female,Yes,0,Graduate,No,Other,Rural,3,32609,12044,29386,177757,0,541720,19,659,1
Male,No,3+,Graduate,Yes,Salaried,Semiurban,1,126626,0,0,476851,26872,2027086,38,725,0
Female,No,1,Graduate,Yes,Salaried,Urban,2,53527,0,0,282051,0,1061632,44,739,0
Male,Yes,2,Not Graduate,No,Self-Employed,Semiurban,2,26265,17296,0,286209,164206,1219453,46,566,1
Female,Yes,0,Not Graduate,No,Self-Employed,Urban,2,62482,20754,19845,199012,174498,747256,50,622,0
Male,Yes,1,Graduate,Yes,Self-Employed,Urban,1,110332,0,0,338593,0,259681,46,630,1
Male,Yes,1,Graduate,No,Government,Urban,3,89610,0,0,606645,277507,1536226,33,674,1
Male,Yes,2,Graduate,No,Salaried,Semiurban,1,32921,54827,0,497910,51342,313604,27,805,1
Male,No,0,Not Graduate,No,Salaried,Urban,2,27167,0,0,263617,0,1009691,23,567,0
Female,No,0,Not Graduate,No,Salaried,Semiurban,2,109623,0,0,373022,581216,444707,20,734,1
Female,Yes,0,Not Graduate,No,Self-Employed,Urban,1,20463,23393,18360,369579,0,2127046,22,765,0
Male,Yes,2,Graduate,No,Salaried,Urban,1,61315,0,0,159799,269154,579204,7,655,0
Male,Yes,3+,Not Graduate,No,Government,Urban,3,36573,17691,0,344,240883,1043000,14,714,0
Male,Yes,3+,Not Graduate,No,Salaried,Semiurban,2,102979,41847,0,269545,0,267904,18,743,1
Male,Yes,3+,Graduate,Yes,Salaried,Semiurban,2,27992,5099,12065,262290,0,351740,26,650,0
Male,No,0,Graduate,Yes,Salaried,Semiurban,3,32264,46758,4318,305439,0,482781,19,625,0
Female,No,0,Not Graduate,Yes,Self-Employed,Urban,1,70202,0,15247,676422,0,1047468,46,855,0
Male,Yes,0,Graduate,No,Salaried,Urban,2,77444,0,28395,364173,0,1563687,20,637,0
Male,No,0,Graduate,Yes,Self-Employed,Semiurban,1,105615,0,16296,130426,0,707140,7,705,1
Male,Yes,2,Graduate,No,Salaried,Urban,2,64853,17448,0,31404,0,334958,32,620,0
Male,No,2,Graduate,No,Salaried,Urban,1,60596,0,11044,549120,303064,612340,39,769,0
Male,Yes,0,Graduate,Yes,Salaried,Urban,3,89035,0,0,142515,191610,1020792,26,549,0
Female,Yes,1,Graduate,No,Self-Employed,Semiurban,2,23527,0,0,56096,0,1646355,42,686,0
Male,No,3+,Not Graduate,Yes,Salaried,Semiurban,2,30821,10993,0,89249,122929,1432563,53,668,0
Male,Yes,1,Not Graduate,Yes,Government,Urban,2,24637,6265,0,171919,260977,823560,18,687,0
Male,No,0,Not Graduate,No,Salaried,Semiurban,1,11414,0,0,659294,0,1875322,47,827,1
Male,Yes,1,Graduate,No,Salaried,Semiurban,3,79456,20881,3459,184440,0,2122834,12,709,0
Male,Yes,0,Graduate,No,Salaried,Urban,1,109765,12768,0,175745,191244,1425873,40,557,1
Female,Yes,1,Graduate,No,Salaried,Urban,2,67885,0,24092,149693,0,238476,29,656,0
Female,Yes,0,Graduate,No,Self-Employed,Semiurban,1,61624,0,5425,188434,346450,168948,56,659,0
Male,No,0,Graduate,No,Self-Employed,Semiurban,3,52391,0,0,506254,0,543498,60,812,1
Male,Yes,3+,Not Graduate,Yes,Self-Employed,Urban,2,51539,16078,0,48591,0,358263,52,671,0
Male,No,1,Graduate,No,Salaried,Semiurban,1,127026,0,25633,203675,104681,3214718,6,668,0
Male,No,1,Graduate,Yes,Salaried,Semiurban,2,117222,0,0,120778,365151,1023576,47,748,1
Female,No,3+,Graduate,No,Salaried,Semiurban,3,36243,26283,5583,142981,0,547332,26,900,0
Female,Yes,0,Graduate,Yes,Salaried,Urban,2,92006,23153,0,596762,39251,1316684,46,534,0
Male,No,0,Not Graduate,No,Salaried,Urban,2,98318,16082,0,141008,547184,288604,25,653,1
Male,Yes,2,Not Graduate,No,Other,Semiurban,1,71502,0,13600,372618,0,2007029,24,624,0
Male,Yes,0,Graduate,Yes,Self-Employed,Semiurban,1,61879,28076,16526,29324,0,2232862,26,657,0
Female,Yes,2,Graduate,No,Self-Employed,Urban,1,60723,19027,0,713199,0,616256,23,702,1
Female,Yes,0,Graduate,No,Salaried,Semiurban,2,22129,22537,16720,369228,86109,812804,44,850,0
Male,Yes,0,Not Graduate,Yes,Salaried,Semiurban,3,21076,7630,0,303128,565507,601456,30,794,0
Male,Yes,1,Graduate,No,Salaried,Semiurban,3,76925,14992,21172,189096,499335,1119320,25,655,0
Female,Yes,0,Graduate,Yes,Salaried,Urban,3,27298,9775,0,155259,282243,651316,42,798,0
Male,Yes,2,Graduate,No,Self-Employed,Semiurban,1,23287,0,6044,408875,0,991579,36,751,0
Male,No,1,Graduate,Yes,Salaried,Semiurban,3,15966,0,0,657363,0,1058088,26,796,0
Male,Yes,3+,Graduate,No,Government,Urban,2,38489,0,7371,694739,151432,361956,53,811,0
Female,Yes,2,Graduate,No,Other,Urban,2,61430,31708,18404,737577,521331,2911646,21,579,0
Male,Yes,0,Graduate,Yes,Salaried,Urban,2,64214,0,25164,684954,0,1748239,12,651,0
Male,No,2,Graduate,No,Self-Employed,Semiurban,1,79826,0,16020,192544,0,817046,46,724,0
Female,Yes,1,Not Graduate,No,Self-Employed,Urban,1,40313,0,5158,250782,0,456223,45,683,0
Male,Yes,1,Graduate,No,Salaried,Rural,2,53038,37127,1536,334199,0,1061442,48,745,1
Male,Yes,2,Graduate,Yes,Government,Rural,1,79616,0,8752,697871,439163,2109317,37,621,0
Male,No,1,Not Graduate,No,Salaried,Rural,2,64535,0,0,278019,0,248685,12,729,1
Male,Yes,1,Not Graduate,No,Self-Employed,Semiurban,2,36246,0,16170,790018,0,541301,45,674,0
Female,No,1,Graduate,No,Salaried,Rural,3,58958,0,0,659805,0,932768,17,704,0
Male,Yes,0,Graduate,Yes,Salaried,Urban,3,16788,17541,343,749842,143805,2561798,57,843,1
Male,Yes,0,Graduate,No,Salaried,Semiurban,3,50003,22677,23639,712026,36326,921743,58,698,1
Male,Yes,1,Not Graduate,No,Government,Urban,3,35584,0,14668,355612,0,762671,39,742,0
Female,Yes,0,Not Graduate,No,Salaried,Urban,3,115265,21724,17763,150005,0,1118233,58,674,1
Female,Yes,0,Graduate,Yes,Salaried,Urban,2,29211,44566,0,764784,0,1863011,23,551,0
Male,Yes,0,Graduate,No,Salaried,Semiurban,3,53313,0,5046,201963,0,998802,18,698,0
Male,Yes,1,Graduate,No,Salaried,Urban,2,39494,0,0,718672,380808,548825,6,744,0
Female,Yes,0,Graduate,No,Self-Employed,Semiurban,3,36781,13414,0,702016,0,1620043,39,751,1
Male,Yes,2,Graduate,Yes,Self-Employed,Rural,1,61531,12449,11649,594196,0,1666116,6,662,0
Female,No,0,Graduate,No,Government,Urban,2,39726,15213,12652,291552,374228,2783706,30,645,0
Female,Yes,1,Graduate,Yes,Self-Employed,Semiurban,3,138465,0,25846,49334,228381,1083535,59,834,0
Female,Yes,0,Graduate,No,Government,Semiurban,2,16877,17455,25073,777816,0,708312,14,864,0
Male,Yes,1,Graduate,No,Self-Employed,Urban,1,70751,22986,0,737802,0,613155,26,574,0
Male,Yes,0,Graduate,No,Government,Rural,2,47721,15166,0,344674,0,564739,12,711,0
Female,Yes,3+,Graduate,Yes,Salaried,Rural,2,48635,0,0,570787,0,388344,59,738,1
Male,Yes,3+,Graduate,No,Salaried,Urban,3,59038,0,0,135206,0,1058203,24,732,0
Male,No,2,Not Graduate,No,Other,Urban,2,86555,0,0,614961,0,4381555,36,758,0
Female,No,3+,Graduate,No,Self-Employed,Rural,1,57847,36471,21743,412443,394039,5089977,38,730,1
Female,Yes,0,Not Graduate,No,Government,Rural,3,86726,0,0,67603,0,367788,33,589,0
Male,No,1,Graduate,Yes,Salaried,Urban,3,51292,42062,11344,689830,0,1225287,55,692,0
Male,No,2,Not Graduate,No,Government,Urban,1,28311,0,0,618986,11511,842651,59,721,0
Male,Yes,1,Not Graduate,Yes,Self-Employed,Semiurban,3,47607,0,2647,275864,0,733064,26,598,0
Female,No,2,Graduate,No,Salaried,Urban,1,94267,0,0,165758,109736,1097300,60,617,0
Female,Yes,2,Graduate,No,Salaried,Rural,1,39890,0,25697,734972,20439,3005938,43,608,0
Male,Yes,3+,Graduate,Yes,Salaried,Semiurban,3,27563,0,0,476871,0,1518843,8,563,0
Male,Yes,0,Not Graduate,No,Government,Semiurban,3,70296,0,2005,147231,0,1563947,49,726,0
Female,Yes,2,Graduate,No,Self-Employed,Urban,2,60169,0,5890,770259,0,372912,26,621,0
Male,Yes,1,Graduate,No,Government,Semiurban,1,32721,0,17062,265071,104124,1231167,16,714,0
Male,Yes,1,Graduate,No,Salaried,Urban,1,43984,19114,0,564081,0,875423,44,647,0
Female,No,0,Not Graduate,No,Government,Urban,3,45245,0,26890,21803,0,2240619,51,822,0
Male,No,2,Graduate,No,Salaried,Semiurban,3,50175,0,26335,478120,231254,414182,58,669,0
Female,No,3+,Graduate,No,Salaried,Semiurban,2,71352,16121,1390,793171,0,345021,32,682,1
Male,No,0,Graduate,No,Salaried,Semiurban,1,40011,0,0,613384,0,1469021,40,680,0
Male,No,1,Graduate,No,Other,Rural,1,73409,9114,23345,696692,278418,1798194,26,657,0
Female,Yes,0,Graduate,Yes,Salaried,Urban,3,37285,0,9699,344524,0,1211125,36,596,0
Male,Yes,3+,Graduate,Yes,Salaried,Urban,1,125022,54567,0,394277,0,3352512,60,736,1
Female,Yes,1,Not Graduate,No,Salaried,Semiurban,2,126512,0,3759,116181,565797,506235,13,739,1
Male,No,0,Not Graduate,No,Salaried,Urban,2,31218,0,28263,526459,590827,722142,37,616,0
Male,Yes,0,Not Graduate,No,Government,Semiurban,1,25482,101575,0,675364,0,248270,28,692,1
Male,No,1,Graduate,No,Salaried,Semiurban,1,85630,0,0,332874,0,627207,42,811,1
Male,Yes,0,Not Graduate,No,Self-Employed,Rural,2,57619,35922,17567,12278,230741,582242,8,756,0
Male,Yes,1,Graduate,No,Government,Semiurban,2,67723,0,4963,595599,0,1122415,59,735,1
Male,No,3+,Graduate,No,Salaried,Urban,3,34879,0,15037,781621,45943,1361801,15,637,0
Male,Yes,2,Not Graduate,No,Government,Urban,2,46487,13201,18661,139132,0,726450,59,727,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,1,41362,0,0,560753,0,1989363,28,638,0
Female,Yes,3+,Graduate,No,Other,Urban,2,59106,0,0,273562,66918,932260,44,787,1
Female,Yes,1,Not Graduate,Yes,Salaried,Urban,1,25200,0,0,218643,575372,6745979,10,695,0
Female,No,0,Not Graduate,Yes,Self-Employed,Urban,1,47341,19955,0,435546,0,782069,51,799,1
Male,Yes,0,Graduate,Yes,Self-Employed,Rural,2,25061,0,0,418645,311982,1687655,48,704,0
Male,Yes,0,Graduate,Yes,Salaried,Urban,3,37654,0,0,343468,0,280185,45,605,0
Female,Yes,2,Not Graduate,Yes,Salaried,Semiurban,3,47393,0,0,215327,596855,2938542,8,667,0
Male,No,0,Graduate,No,Salaried,Urban,3,66096,13868,10599,400671,400079,737905,43,588,0
Male,Yes,0,Graduate,No,Salaried,Urban,2,69179,16419,0,367222,438920,3094581,54,601,0
Female,Yes,2,Not Graduate,No,Self-Employed,Urban,3,75984,0,0,175077,163267,699677,49,623,0
Female,No,1,Graduate,No,Other,Urban,3,22120,0,0,704814,497999,691748,9,642,0
Male,Yes,2,Graduate,No,Salaried,Semiurban,2,100210,53576,0,355367,0,1267926,16,725,0
Male,No,2,Graduate,Yes,Salaried,Semiurban,2,35071,0,11400,604164,0,1023531,16,693,0
Female,Yes,0,Graduate,No,Salaried,Semiurban,1,36508,0,0,68711,0,293766,53,614,0
Male,Yes,2,Not Graduate,No,Salaried,Semiurban,2,57964,0,0,313846,53107,211287,24,698,1
Female,Yes,0,Graduate,No,Salaried,Rural,3,41540,0,24196,418568,462700,1613604,9,648,0
Female,No,1,Graduate,No,Other,Rural,2,61009,0,0,553414,0,1221351,37,607,0
Female,No,1,Not Graduate,No,Government,Semiurban,1,67564,10768,12597,10897,0,1396691,36,744,0
Male,Yes,0,Not Graduate,No,Salaried,Urban,2,32860,7579,0,159463,365513,1676111,50,642,0
Male,Yes,3+,Graduate,Yes,Salaried,Rural,2,45194,0,0,93184,433435,539783,41,745,1
Female,No,1,Not Graduate,No,Salaried,Rural,3,45936,10528,0,537840,0,618543,56,743,1
Female,No,0,Graduate,Yes,Self-Employed,Semiurban,1,84696,0,0,711813,0,347887,23,698,1
Female,No,3+,Graduate,No,Self-Employed,Semiurban,2,38713,0,0,397005,0,729706,55,900,1
Male,Yes,1,Graduate,No,Self-Employed,Urban,2,37797,19175,0,727,0,1670677,60,693,0
Male,No,1,Graduate,No,Salaried,Semiurban,3,28506,38860,0,723449,0,677245,38,679,1
Female,Yes,1,Graduate,No,Government,Rural,2,30319,23888,24150,460496,0,904764,8,612,1
Female,Yes,2,Graduate,Yes,Salaried,Semiurban,3,23788,28389,0,412240,206221,1272193,11,803,0
Female,Yes,0,Graduate,No,Salaried,Semiurban,1,33965,0,0,153835,0,462916,15,754,0
Female,No,0,Graduate,Yes,Government,Urban,1,120119,0,28573,162594,0,620482,48,749,1
Male,Yes,1,Graduate,No,Salaried,Urban,1,73114,24100,0,296121,0,1607364,24,633,1
Female,Yes,0,Graduate,No,Salaried,Semiurban,2,100943,0,0,366457,0,319469,6,735,0
Female,Yes,2,Graduate,No,Salaried,Urban,2,29649,24092,28393,317232,285098,891492,50,685,0
