Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,CreditScore,Loan_Status
Female,Yes,3,Not Graduate,No,33054,16702,1753987,7,1,Semiurban,312,0
Male,Yes,2,Not Graduate,No,16800,3717,861250,35,1,Urban,705,0
Male,No,2,Not Graduate,No,44124,1374,1493478,30,1,Semiurban,816,0
Male,No,2,Graduate,No,47638,8679,4132437,16,1,Urban,321,0
Female,No,0,Not Graduate,No,47192,16834,4201715,15,1,Rural,608,0
Male,No,1,Not Graduate,Yes,27579,13427,3449608,40,1,Urban,594,0
Female,Yes,1,Not Graduate,No,3982,1940,2548464,20,1,Semiurban,848,0
Female,Yes,3,Not Graduate,No,42598,2367,158336,28,1,Semiurban,330,0
Female,Yes,1,Not Graduate,No,37765,11428,3138808,59,1,Semiurban,361,0
Female,No,0,Not Graduate,Yes,19070,16631,2904506,37,1,Semiurban,520,0
Female,Yes,2,Not Graduate,No,32886,19887,4179484,3,1,Semiurban,658,0
Female,No,3,Not Graduate,Yes,46374,16862,644399,29,0,Semiurban,892,0
Female,Yes,3,Graduate,No,36527,19144,573931,59,1,Rural,682,1
Female,No,1,Graduate,No,41791,12655,1709356,37,1,Urban,817,0
Female,Yes,3,Not Graduate,Yes,31513,7968,4895592,9,1,Rural,636,0
Male,Yes,2,Not Graduate,No,24592,16292,666764,27,0,Urban,461,0
Male,No,3,Not Graduate,Yes,48660,14743,148941,32,1,Urban,863,1
Male,Yes,2,Not Graduate,Yes,25618,1368,3991651,48,1,Urban,457,0
Male,No,0,Graduate,No,17409,2226,889532,46,1,Semiurban,312,0
Male,Yes,0,Graduate,No,11529,11688,173569,50,1,Semiurban,485,0
Female,Yes,2,Not Graduate,Yes,26154,3612,980135,39,1,Semiurban,608,0
Female,No,1,Graduate,Yes,34882,12199,2627838,31,1,Urban,447,0
Female,No,3,Graduate,No,46917,10034,3878270,47,0,Urban,354,0
Female,Yes,1,Not Graduate,No,18952,11569,4059766,26,1,Urban,870,0
Female,Yes,3,Not Graduate,No,17701,1059,4325908,40,1,Rural,809,0
Female,Yes,0,Not Graduate,Yes,11745,18028,765796,3,1,Semiurban,885,0
Female,Yes,0,Graduate,No,26335,13115,4232158,11,1,Semiurban,872,0
Male,Yes,0,Graduate,Yes,4689,18195,2882736,52,1,Semiurban,344,0
Male,Yes,3,Not Graduate,No,4988,2193,1213731,29,0,Rural,385,0
Male,No,0,Not Graduate,Yes,37919,16551,2277712,27,1,Rural,591,0
Male,No,0,Graduate,Yes,46487,16128,1595679,58,1,Rural,563,0
Female,No,0,Graduate,No,11013,4182,4404924,50,0,Urban,567,0
Female,Yes,0,Not Graduate,Yes,41113,18928,4453025,47,0,Rural,524,0
Female,Yes,1,Graduate,Yes,5574,3868,2296384,10,1,Urban,515,0
Male,Yes,0,Not Graduate,Yes,34480,8506,4081545,57,1,Urban,530,0
Female,No,0,Not Graduate,Yes,9838,5950,489421,35,1,Semiurban,476,0
Female,No,1,Graduate,Yes,30363,8914,528061,47,1,Semiurban,862,1
Female,Yes,1,Graduate,No,33368,14141,2446148,57,1,Rural,816,0
Male,Yes,3,Graduate,No,34228,11537,4551469,23,1,Urban,812,0
Female,No,2,Not Graduate,Yes,48097,16154,1990940,6,1,Urban,403,0
Male,No,0,Not Graduate,No,30639,2309,3201923,11,1,Urban,400,0
Male,No,0,Not Graduate,Yes,16823,6630,3613230,60,0,Semiurban,604,0
Male,Yes,0,Not Graduate,Yes,25510,10693,3098237,43,1,Semiurban,650,0
Male,Yes,3,Not Graduate,No,40333,14778,1176250,51,1,Semiurban,750,0
Female,Yes,0,Not Graduate,Yes,6435,11525,2665564,27,1,Semiurban,568,0
Male,No,2,Graduate,Yes,40418,13416,3032160,55,1,Semiurban,671,0
Male,No,1,Not Graduate,Yes,22553,18407,1639056,31,0,Semiurban,337,0
Female,Yes,3,Not Graduate,No,9436,16733,170920,59,0,Rural,362,0
Female,Yes,1,Not Graduate,No,38476,8629,1160020,30,1,Rural,804,0
Male,No,0,Not Graduate,Yes,49219,8360,4932788,3,1,Rural,564,0
Female,Yes,0,Graduate,Yes,36477,12011,4919793,13,1,Rural,834,0
Male,No,0,Not Graduate,Yes,26244,7953,2835776,59,1,Urban,378,0
Male,No,2,Graduate,Yes,44721,3301,4126221,54,1,Semiurban,484,0
Male,Yes,2,Graduate,Yes,3692,11227,4634260,40,0,Semiurban,794,0
Male,No,3,Not Graduate,No,17523,6819,4690965,21,1,Rural,870,0
Female,Yes,1,Not Graduate,No,34326,11782,1824348,43,1,Urban,669,0
Male,No,0,Graduate,No,49090,2769,4445037,11,1,Rural,900,0
Female,No,0,Graduate,No,44205,10492,3069984,45,1,Semiurban,630,0
Female,Yes,0,Not Graduate,Yes,2125,18564,1795976,3,1,Rural,739,0
Female,No,0,Graduate,Yes,47712,3345,2468495,38,0,Urban,537,0
Female,Yes,2,Not Graduate,No,3199,2665,2990623,31,0,Semiurban,591,0
Male,Yes,1,Not Graduate,No,40860,10784,2773123,24,1,Urban,725,0
Female,No,1,Graduate,Yes,18375,12366,1673614,42,0,Rural,594,0
Male,Yes,3,Not Graduate,No,4711,18926,2327004,51,1,Semiurban,799,0
Female,Yes,2,Not Graduate,Yes,34437,9325,1511354,12,1,Urban,855,0
Female,Yes,0,Not Graduate,Yes,30022,5440,3089084,46,1,Urban,891,0
Male,Yes,1,Graduate,Yes,11182,7110,306599,43,0,Urban,336,0
Male,Yes,1,Graduate,No,29641,19121,4265801,27,1,Semiurban,825,0
Male,Yes,2,Graduate,No,31530,18815,1711547,21,1,Semiurban,696,0
Female,No,3,Not Graduate,No,24612,17771,3832732,25,1,Rural,695,0
Female,Yes,3,Graduate,No,7995,11495,3212925,30,1,Rural,866,0
Male,No,0,Graduate,No,42950,9629,4343760,30,1,Semiurban,321,0
Male,No,3,Graduate,Yes,40270,19749,4430360,58,1,Urban,639,0
Male,Yes,1,Not Graduate,No,14920,15533,4901547,10,1,Semiurban,794,0
Male,No,3,Not Graduate,Yes,24144,18823,4523099,3,1,Semiurban,702,0
Female,No,0,Graduate,Yes,20882,11365,1053095,13,1,Semiurban,502,0
Male,Yes,1,Graduate,Yes,4565,12099,3661493,60,1,Semiurban,645,0
Male,Yes,3,Graduate,No,25373,1316,382857,27,1,Rural,314,0
Male,Yes,3,Not Graduate,No,45557,5204,1905477,18,1,Rural,329,0
Male,No,2,Graduate,No,7024,13512,1478258,59,1,Urban,328,0
Female,No,0,Not Graduate,No,26691,684,3292493,45,1,Semiurban,459,0
Male,Yes,3,Not Graduate,No,35799,6440,537853,24,1,Semiurban,571,0
Female,Yes,2,Not Graduate,No,3241,11735,270075,46,1,Rural,719,1
Male,No,1,Graduate,No,36510,3087,2427513,14,1,Rural,788,0
Male,No,2,Graduate,No,40477,9867,2243996,39,1,Semiurban,475,0
Female,No,2,Not Graduate,Yes,24383,18497,3335789,44,0,Rural,530,0
Male,No,3,Not Graduate,No,49507,17341,2873203,57,1,Semiurban,617,0
Female,Yes,3,Not Graduate,Yes,13830,5778,4432226,4,1,Urban,766,0
Female,No,3,Not Graduate,Yes,30975,16029,572005,16,1,Urban,739,1
Male,No,2,Graduate,Yes,48546,8079,3711632,51,1,Urban,355,0
Female,No,1,Graduate,Yes,28551,3094,1866376,10,1,Semiurban,630,0
Female,No,0,Not Graduate,No,42928,19191,231514,48,1,Rural,572,0
Female,Yes,2,Not Graduate,No,25267,14821,385641,37,1,Urban,320,0
Female,Yes,3,Not Graduate,Yes,14375,7582,3875071,27,1,Semiurban,464,0
Female,No,0,Graduate,Yes,23513,9012,4513634,48,1,Urban,791,0
Female,No,1,Not Graduate,Yes,6403,887,4645026,1,1,Urban,717,0
Female,Yes,0,Graduate,No,6897,11920,4230107,5,1,Rural,879,0
Female,Yes,3,Not Graduate,Yes,2163,6015,484242,13,1,Semiurban,566,0
Male,No,2,Graduate,Yes,38078,14530,3029345,45,1,Rural,637,0
Male,No,2,Graduate,No,19379,19468,2795712,3,1,Rural,487,0
Female,Yes,3,Not Graduate,Yes,49759,17259,242407,17,0,Rural,774,0
Male,Yes,2,Graduate,No,32030,12453,2240285,19,1,Urban,507,0
Female,Yes,3,Graduate,No,31870,7508,122306,37,1,Urban,373,0
Female,Yes,2,Graduate,Yes,31482,556,2303378,5,0,Urban,693,0
Male,Yes,2,Graduate,Yes,33058,8900,139854,47,1,Semiurban,789,1
Female,Yes,2,Not Graduate,Yes,28871,717,4688277,42,1,Rural,871,0
Female,No,1,Not Graduate,No,28379,3665,2318979,44,1,Urban,325,0
Female,Yes,1,Not Graduate,No,4251,13891,1523150,24,1,Rural,836,0
Female,Yes,3,Not Graduate,No,45860,10336,2534154,43,1,Rural,814,0
Male,Yes,1,Not Graduate,Yes,25674,15014,677097,33,0,Rural,556,0
Female,Yes,3,Graduate,Yes,8590,6547,597919,55,1,Rural,579,0
Female,No,0,Graduate,Yes,33432,5196,3669636,21,1,Rural,855,0
Female,No,0,Graduate,Yes,42426,18403,704472,3,1,Urban,332,0
Male,Yes,1,Graduate,Yes,24127,11971,4780500,4,1,Semiurban,593,0
Female,No,0,Not Graduate,Yes,40015,18567,2826947,51,1,Semiurban,607,0
Male,No,0,Not Graduate,No,9715,19320,1684580,32,1,Semiurban,590,0
Male,No,2,Graduate,No,5817,15216,3144630,24,0,Semiurban,603,0
Female,No,2,Not Graduate,No,31493,10606,3891598,52,1,Rural,342,0
Female,No,3,Graduate,Yes,19454,6691,2503397,35,0,Urban,855,0
Male,No,0,Graduate,No,6600,7045,541340,18,1,Urban,898,0
Female,Yes,3,Not Graduate,No,26690,10487,1992502,3,1,Rural,779,0
Male,Yes,3,Not Graduate,No,44750,19197,4982305,39,1,Rural,382,0
Male,Yes,0,Not Graduate,Yes,35762,1237,829933,54,1,Urban,503,0
Female,Yes,1,Not Graduate,Yes,39499,10309,1522736,26,0,Urban,437,0
Female,Yes,0,Not Graduate,No,24452,19427,757906,60,1,Semiurban,382,0
Male,No,2,Not Graduate,Yes,9670,6472,2620373,53,1,Semiurban,450,0
Male,Yes,0,Not Graduate,Yes,23151,19471,1273411,24,1,Semiurban,618,0
Male,Yes,1,Graduate,Yes,19341,3558,3859738,59,1,Urban,546,0
Male,No,3,Not Graduate,Yes,31604,5293,4139509,1,1,Semiurban,336,0
Female,No,3,Graduate,No,10287,19237,3515842,51,1,Urban,567,0
Female,Yes,2,Graduate,Yes,20538,12811,3853544,50,1,Urban,885,0
Female,No,2,Not Graduate,No,19015,18229,1508382,34,1,Rural,414,0
Female,No,2,Graduate,No,46644,6362,1912900,60,1,Urban,380,0
Female,No,3,Not Graduate,Yes,17852,13311,4244281,59,1,Rural,826,0
Male,No,2,Graduate,Yes,48258,3182,4421104,12,1,Rural,635,0
Female,Yes,0,Graduate,Yes,23258,14298,778052,17,1,Urban,383,0
Female,No,3,Graduate,No,40330,16847,4008675,21,1,Urban,453,0
Female,Yes,1,Not Graduate,No,43508,5760,3862075,21,1,Semiurban,552,0
Female,Yes,3,Graduate,No,4248,7260,783456,3,1,Urban,801,0
Female,No,0,Graduate,No,8192,450,367818,44,0,Semiurban,747,0
Male,No,0,Graduate,No,29410,13707,1822145,28,1,Semiurban,572,0
Male,No,2,Not Graduate,No,11895,1915,359911,25,1,Urban,806,0
Male,Yes,3,Graduate,No,8406,9115,3399159,44,1,Semiurban,431,0
Female,No,3,Not Graduate,Yes,35924,7076,351788,6,0,Rural,624,0
Male,No,3,Graduate,No,49086,14814,561908,42,1,Rural,650,0
Male,No,1,Graduate,No,43303,315,4020901,30,1,Urban,382,0
Female,No,2,Graduate,No,7295,4793,4645576,32,1,Urban,425,0
Female,No,0,Not Graduate,No,14264,17760,3951438,22,1,Urban,513,0
Female,Yes,0,Graduate,Yes,30038,19199,268299,58,0,Rural,899,0
Male,No,2,Graduate,No,40922,1262,2646408,38,1,Semiurban,761,0
Male,No,0,Graduate,No,11136,9319,2896649,14,1,Rural,404,0
Female,No,0,Graduate,Yes,15213,13194,3282277,34,1,Semiurban,670,0
Female,Yes,2,Not Graduate,Yes,14072,19309,1527305,43,1,Semiurban,362,0
Male,No,0,Graduate,No,45010,3468,3677887,47,1,Urban,768,0
Male,Yes,3,Graduate,No,38053,13874,3482532,58,1,Urban,325,0
Female,Yes,1,Graduate,No,29431,12651,661144,26,1,Urban,300,0
Female,No,2,Graduate,No,44290,14482,3468494,40,1,Rural,393,0
Male,No,1,Not Graduate,No,4003,4409,2265344,54,1,Rural,751,0
Female,No,0,Graduate,No,21999,547,2428104,13,1,Rural,311,0
Male,Yes,0,Graduate,Yes,33279,4891,1055510,30,1,Urban,597,0
Male,Yes,3,Not Graduate,Yes,44747,19907,2788349,19,1,Urban,719,0
Male,Yes,2,Graduate,No,12438,9721,2395041,42,1,Semiurban,878,0
Male,Yes,0,Graduate,No,16227,14436,982849,41,1,Semiurban,466,0
Female,Yes,2,Graduate,No,5672,16490,4375773,50,1,Urban,553,0
Female,Yes,2,Not Graduate,Yes,9458,19368,2435672,39,1,Rural,870,0
Male,No,2,Graduate,No,20539,5468,463073,3,1,Urban,593,0
Male,No,2,Not Graduate,Yes,5479,14923,2866780,31,1,Rural,443,0
Male,Yes,2,Not Graduate,Yes,16887,1250,3031626,12,1,Urban,508,0
Male,No,1,Not Graduate,No,2051,13264,2951912,15,1,Urban,525,0
Male,No,3,Not Graduate,Yes,4159,1611,2319621,54,1,Semiurban,757,0
Female,Yes,2,Not Graduate,No,6390,7928,4937823,53,1,Rural,583,0
Female,Yes,1,Not Graduate,Yes,22035,1790,1480807,45,1,Rural,785,0
Female,No,0,Not Graduate,No,30491,867,2066842,38,0,Urban,410,0
Female,Yes,2,Graduate,No,18080,19153,1827302,40,1,Semiurban,649,0
Male,Yes,0,Graduate,Yes,36880,12445,4817590,14,0,Urban,632,0
Male,No,2,Not Graduate,Yes,47520,327,3522725,35,1,Urban,379,0
Male,Yes,1,Not Graduate,Yes,49361,3816,3298032,16,1,Rural,685,0
Male,No,1,Not Graduate,No,24149,3148,4656568,50,1,Urban,703,0
Male,No,1,Not Graduate,Yes,17339,15070,4433996,24,1,Semiurban,627,0
Female,No,3,Not Graduate,Yes,31305,11573,3184474,17,0,Urban,593,0
Male,No,0,Not Graduate,No,3354,10566,3727119,18,0,Semiurban,793,0
Female,No,3,Graduate,No,7620,18939,4228557,42,1,Rural,483,0
Female,Yes,2,Graduate,Yes,5754,13157,3996706,17,1,Rural,511,0
Female,Yes,0,Not Graduate,Yes,18593,9322,2403100,16,0,Urban,550,0
Female,Yes,1,Not Graduate,Yes,18167,2482,1245104,21,0,Semiurban,466,0
Male,Yes,0,Not Graduate,No,24555,3099,2427524,24,1,Rural,842,0
Female,No,1,Graduate,No,35005,11512,2096290,34,0,Semiurban,461,0
Female,No,3,Not Graduate,Yes,43295,13675,4506494,52,1,Rural,572,0
Female,Yes,3,Graduate,No,42843,9748,378499,36,1,Rural,835,1
Male,No,1,Graduate,Yes,10691,11735,2576943,43,1,Semiurban,718,0
Male,Yes,1,Graduate,Yes,11756,13850,2887454,27,0,Semiurban,706,0
Male,Yes,2,Not Graduate,No,38308,6732,3011046,39,0,Semiurban,691,0
Female,Yes,3,Not Graduate,Yes,11327,7985,1114506,17,1,Rural,737,0
Female,No,3,Graduate,Yes,30520,12700,2055589,25,1,Semiurban,386,0
Male,No,2,Graduate,No,45308,6054,2509817,51,1,Urban,704,0
Female,No,3,Graduate,Yes,42025,16952,2870934,38,1,Semiurban,574,0
Male,No,1,Graduate,Yes,30900,1654,4323184,42,0,Rural,714,0
Male,Yes,0,Not Graduate,No,18533,11428,4417131,21,1,Semiurban,861,0
Female,No,0,Graduate,Yes,33881,11311,4952144,4,1,Semiurban,626,0
Female,No,3,Not Graduate,Yes,29782,3733,57293,25,0,Semiurban,411,0
Female,No,2,Graduate,No,46488,19613,3256256,59,1,Urban,601,0
Female,Yes,1,Not Graduate,No,3624,6811,4218494,60,1,Rural,435,0
Male,Yes,0,Graduate,No,42429,8342,4403810,30,1,Urban,632,0
Male,No,1,Not Graduate,Yes,22812,10464,1677533,57,1,Urban,302,0
Male,No,3,Not Graduate,No,9529,15746,329746,33,1,Rural,461,0
Male,No,3,Not Graduate,Yes,22653,12543,1214608,39,1,Rural,811,0
Male,No,0,Graduate,No,29860,10300,607193,26,1,Semiurban,376,0
Female,Yes,3,Not Graduate,Yes,15654,1795,227996,25,1,Rural,484,0
Male,No,2,Graduate,Yes,4108,16192,1349242,53,1,Semiurban,869,0
Male,No,3,Not Graduate,No,5947,13708,4534578,16,1,Urban,779,0
Male,No,3,Not Graduate,Yes,9899,16383,2327352,49,0,Semiurban,462,0
Female,Yes,3,Graduate,Yes,15372,8540,4328983,24,1,Rural,320,0
Female,Yes,1,Not Graduate,No,39682,16328,2262610,5,1,Semiurban,876,0
Female,No,1,Not Graduate,Yes,32373,6214,181460,54,1,Urban,877,1
Female,No,0,Graduate,Yes,41435,6145,1700516,55,0,Rural,597,0
Male,No,0,Not Graduate,Yes,4263,2609,4308637,42,1,Rural,598,0
Male,No,0,Not Graduate,No,28188,18610,3462724,39,1,Semiurban,581,0
Female,No,3,Not Graduate,No,38583,13622,1812753,13,1,Semiurban,771,0
Female,Yes,1,Not Graduate,No,31295,10298,4928712,30,1,Semiurban,709,0
Male,Yes,2,Graduate,No,2577,3080,3558158,60,1,Urban,691,0
Male,Yes,3,Not Graduate,No,17029,987,797910,7,1,Urban,464,0
Female,No,3,Not Graduate,No,37531,17744,3308848,47,1,Rural,381,0
Female,Yes,3,Not Graduate,No,32066,7546,4845188,17,0,Rural,463,0
Female,Yes,2,Not Graduate,No,19613,15233,4633145,55,1,Urban,403,0
Female,Yes,0,Not Graduate,Yes,21560,1726,1549909,27,1,Semiurban,429,0
Male,No,2,Not Graduate,Yes,10945,16149,830166,35,1,Semiurban,895,0
Male,No,0,Not Graduate,Yes,31418,14268,4722707,5,1,Urban,419,0
Male,Yes,2,Not Graduate,Yes,19071,13977,501698,42,1,Semiurban,558,0
Female,No,1,Graduate,No,48622,907,981482,5,1,Urban,403,0
Female,Yes,3,Graduate,Yes,19130,19208,849137,24,1,Semiurban,663,0
Male,Yes,3,Graduate,Yes,22721,13764,3545239,7,1,Semiurban,845,0
Male,Yes,3,Graduate,Yes,4712,8390,1084460,7,1,Rural,668,0
Male,Yes,0,Not Graduate,Yes,19091,2455,60248,54,0,Semiurban,625,0
Male,No,2,Not Graduate,Yes,17857,5208,883420,55,0,Semiurban,484,0
Female,No,1,Graduate,No,43394,7774,139169,14,0,Urban,693,0
Male,No,2,Graduate,No,47836,14556,1717903,55,1,Urban,643,0
Male,No,3,Graduate,Yes,49487,15428,3203189,15,1,Urban,829,0
Male,Yes,1,Not Graduate,Yes,36301,3365,3353798,5,1,Urban,716,0
Male,No,1,Not Graduate,Yes,18553,5951,2691310,37,1,Semiurban,530,0
Male,Yes,3,Graduate,Yes,19404,15175,587698,4,1,Urban,434,0
Male,No,2,Graduate,No,9093,11027,2166285,30,1,Rural,344,0
Male,No,3,Graduate,Yes,15156,9505,2956943,20,1,Urban,791,0
Female,No,2,Graduate,No,15785,10094,3912473,53,1,Semiurban,894,0
Female,Yes,1,Graduate,Yes,27271,12167,2181325,26,1,Rural,721,0
Female,Yes,1,Not Graduate,No,16694,8769,1109755,9,1,Semiurban,850,0
Female,Yes,3,Graduate,No,38114,1020,1986887,30,0,Rural,444,0
Male,Yes,1,Not Graduate,No,6013,11845,2686200,59,1,Rural,616,0
Female,No,0,Graduate,Yes,34799,3844,3585472,44,0,Rural,862,0
Female,Yes,1,Graduate,Yes,26752,3573,141975,48,1,Semiurban,592,0
Male,Yes,0,Not Graduate,No,13156,10485,3812481,22,1,Rural,878,0
Male,No,1,Graduate,Yes,12304,5442,51755,40,1,Semiurban,835,1
Female,No,3,Not Graduate,Yes,42645,7914,1751364,41,1,Rural,765,0
Female,Yes,3,Not Graduate,No,40938,7951,2218504,44,1,Urban,348,0
Male,No,0,Graduate,Yes,14078,8802,526352,30,1,Urban,758,0
Female,Yes,3,Graduate,No,28078,8520,3621560,20,1,Rural,724,0
Male,No,1,Not Graduate,Yes,4315,546,3394226,28,1,Rural,367,0
Male,Yes,1,Not Graduate,Yes,29220,15530,4058919,7,1,Urban,808,0
Male,Yes,3,Graduate,No,33731,19565,2783573,53,1,Urban,509,0
Male,Yes,1,Not Graduate,No,34833,8998,3955892,4,1,Semiurban,599,0
Female,Yes,2,Graduate,No,14420,11465,2317708,28,1,Urban,423,0
Male,Yes,2,Not Graduate,No,20312,15616,1813791,55,1,Semiurban,591,0
Male,No,1,Graduate,Yes,23395,19717,3122098,35,1,Rural,720,0
Female,Yes,3,Not Graduate,Yes,42301,19124,4232585,33,1,Semiurban,349,0
Male,Yes,0,Not Graduate,Yes,48972,12717,194086,7,1,Rural,482,0
Female,Yes,3,Graduate,No,17317,15425,1024005,9,1,Semiurban,546,0
Female,Yes,0,Not Graduate,Yes,18968,4901,2337138,34,0,Semiurban,387,0
Female,Yes,3,Not Graduate,Yes,24854,11842,4625534,39,1,Semiurban,849,0
Male,No,1,Not Graduate,Yes,7244,5708,4579750,42,1,Rural,860,0
Female,No,2,Not Graduate,No,32929,2082,4709203,34,1,Rural,371,0
Female,Yes,3,Not Graduate,No,42922,9795,1474137,13,1,Semiurban,855,0
Male,No,0,Not Graduate,Yes,26054,12541,2325402,29,0,Rural,590,0
Female,Yes,2,Not Graduate,Yes,20588,260,2148215,35,1,Semiurban,803,0
Female,No,0,Graduate,No,46590,13567,3663310,45,0,Rural,612,0
Female,No,1,Not Graduate,No,36660,5982,4222470,10,1,Semiurban,587,0
Female,Yes,2,Not Graduate,No,9018,500,217115,30,1,Urban,807,0
Female,No,0,Graduate,No,12621,1015,2475808,44,1,Urban,370,0
Male,No,3,Not Graduate,Yes,2973,10525,3830703,26,1,Semiurban,460,0
Female,Yes,1,Not Graduate,No,45602,3963,1224806,35,1,Rural,426,0
Female,Yes,1,Graduate,Yes,41383,11866,2650078,28,1,Semiurban,755,0
Male,No,1,Not Graduate,No,39097,12247,1884098,29,0,Urban,828,0
Male,No,3,Not Graduate,Yes,36245,2706,4903733,52,1,Urban,603,0
Male,No,3,Graduate,Yes,27346,15272,2408404,6,1,Semiurban,789,0
Female,Yes,2,Graduate,No,42097,2099,2013175,3,1,Urban,538,0
Male,No,3,Not Graduate,Yes,8444,6386,1094369,29,1,Semiurban,475,0
Female,No,2,Not Graduate,Yes,26881,5338,4915268,57,1,Urban,509,0
Female,No,1,Graduate,Yes,26846,18949,3113758,2,1,Rural,868,0
Male,Yes,2,Not Graduate,No,13406,8300,3759186,55,1,Rural,658,0
Male,Yes,0,Graduate,No,41611,19465,4420477,22,0,Rural,488,0
Female,Yes,1,Graduate,No,27439,4297,1688745,46,1,Semiurban,808,0
Male,Yes,1,Graduate,Yes,7972,19332,528078,47,1,Semiurban,855,1
Female,No,2,Not Graduate,Yes,39873,8405,952196,50,1,Rural,332,0
Male,Yes,1,Graduate,Yes,12931,15094,4102500,27,1,Rural,800,0
Male,No,3,Graduate,Yes,9702,15201,2650771,51,1,Rural,611,0
Male,No,0,Graduate,No,21298,12614,356803,22,1,Urban,839,1
Female,No,2,Not Graduate,Yes,23540,13361,4259877,10,1,Rural,450,0
Male,No,2,Not Graduate,Yes,34040,1040,59554,52,1,Urban,874,1
Female,Yes,1,Not Graduate,Yes,48904,12810,279726,49,1,Rural,818,1
Female,Yes,3,Graduate,No,33000,7988,4089964,49,1,Semiurban,410,0
Female,Yes,1,Not Graduate,Yes,31805,7559,2904820,19,1,Rural,431,0
Female,Yes,1,Not Graduate,No,4599,17371,2856309,24,1,Urban,819,0
Male,Yes,2,Graduate,No,24100,19579,63015,27,1,Rural,604,0
Female,No,1,Graduate,Yes,32509,503,4093335,36,1,Urban,328,0
Female,Yes,0,Not Graduate,Yes,37003,5344,109617,43,1,Rural,650,0
Male,Yes,1,Not Graduate,Yes,21183,8947,3145354,17,1,Urban,817,0
Female,Yes,1,Graduate,Yes,40241,9533,2098411,56,1,Urban,791,0
Male,Yes,2,Not Graduate,No,2018,14808,3098237,10,1,Rural,707,0
Female,No,1,Graduate,No,2858,8148,824726,54,1,Rural,807,0
Male,No,3,Graduate,No,27992,14155,1313298,17,0,Semiurban,404,0
Female,No,2,Not Graduate,No,34580,15193,4382019,44,1,Semiurban,851,0
Male,No,1,Not Graduate,No,7380,1381,4736373,10,1,Semiurban,619,0
Female,No,0,Not Graduate,No,37800,7012,4225988,10,0,Urban,345,0
Female,Yes,0,Not Graduate,No,20915,15213,2769469,38,0,Urban,540,0
Male,No,2,Graduate,No,42239,15212,571579,17,1,Semiurban,569,0
Male,No,2,Not Graduate,No,39487,13808,2667694,26,1,Semiurban,336,0
Male,No,1,Not Graduate,No,14943,10711,242830,26,1,Rural,504,0
Male,Yes,3,Not Graduate,Yes,39631,15173,1462612,51,0,Semiurban,785,0
Female,Yes,1,Graduate,Yes,38806,18271,2203387,34,1,Urban,409,0
Female,No,0,Not Graduate,Yes,20836,9515,4541752,4,1,Rural,785,0
Male,Yes,3,Not Graduate,No,37614,11939,4528620,50,0,Semiurban,617,0
Female,Yes,3,Graduate,Yes,42832,2131,4842426,27,1,Semiurban,891,0
Male,No,3,Graduate,No,13394,2424,4813449,21,0,Semiurban,375,0
Male,Yes,1,Graduate,No,8622,11576,4865366,36,1,Rural,797,0
Female,Yes,0,Graduate,Yes,47063,9200,744102,38,1,Rural,778,1
Female,Yes,2,Graduate,No,27280,17701,4100784,46,1,Rural,688,0
Female,No,1,Not Graduate,Yes,13782,3216,1238900,31,0,Semiurban,887,0
Female,No,2,Graduate,No,3159,12826,1946118,7,1,Rural,892,0
Female,No,3,Graduate,No,6626,16,2537963,44,1,Rural,663,0
Female,Yes,3,Graduate,Yes,25440,4670,589610,34,1,Rural,608,0
Female,No,1,Graduate,Yes,38490,2623,4648711,18,1,Rural,362,0
Male,Yes,0,Graduate,Yes,13630,13350,898057,24,0,Urban,566,0
Male,Yes,3,Graduate,Yes,46042,16513,2126028,13,1,Semiurban,332,0
Male,Yes,2,Graduate,Yes,49656,14450,1678368,13,1,Rural,339,0
Male,No,2,Graduate,Yes,8589,1473,4157826,25,0,Urban,559,0
Male,No,1,Not Graduate,No,25233,9260,3253359,5,1,Urban,566,0
Female,No,2,Not Graduate,No,37011,4311,1606399,39,0,Semiurban,524,0
Male,No,0,Not Graduate,No,10177,19279,416727,29,1,Semiurban,682,1
Male,Yes,3,Graduate,No,36528,2736,2936551,44,1,Rural,797,0
Male,No,2,Graduate,Yes,40210,1946,611306,57,1,Semiurban,304,0
Male,Yes,2,Graduate,No,28372,15740,4428062,46,1,Semiurban,745,0
Male,No,3,Not Graduate,No,25508,16684,4138027,33,1,Semiurban,587,0
Male,No,1,Graduate,Yes,16965,9176,3647770,24,1,Semiurban,357,0
Male,No,2,Graduate,No,5236,11883,382616,10,1,Rural,371,0
Female,Yes,1,Graduate,Yes,17611,4501,571777,58,0,Urban,840,0
Female,Yes,1,Not Graduate,Yes,24282,11618,641392,25,1,Semiurban,381,0
Male,Yes,2,Not Graduate,Yes,43003,5914,4864988,41,1,Urban,576,0
Female,Yes,0,Graduate,No,17829,82,3129885,10,1,Urban,821,0
Female,Yes,1,Not Graduate,Yes,10680,8364,752175,39,1,Urban,873,0
Female,No,2,Graduate,No,13340,17382,4809317,16,0,Semiurban,435,0
Female,Yes,1,Graduate,No,33093,5804,3932707,60,1,Semiurban,413,0
Male,Yes,3,Not Graduate,No,23107,19525,1915037,28,0,Rural,456,0
Female,Yes,0,Not Graduate,Yes,11148,19266,4923562,12,1,Semiurban,695,0
